"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","rt","stimulus","response","condition","shape","image_path","surprisal","n_sides","text_response","word_count"
"true","false","[]","[]","[]","preload","0","2.0.0","576","p606235arax","tiger","","","","","","","","","",""
"true","","","","","fullscreen","1","null","4138","p606235arax","tiger","2556","","","","","","","","",""
"","","","","","html-keyboard-response","2","2.0.0","11519","p606235arax","tiger","7380","<p style=""width:900px;"">Welcome to the experiment. Your task is simple: Just describe what you see on the screen. On each trial, you will see an unfamiliar shape; your goal should be to describe the shape so that a person could draw something similar based on your description. Your description can be any number of words you feel are necessary to accurately describe the shape. Press any key to begin.</p>"," ","","","","","","",""
"","","","","","survey-text","3","2.0.0","14256","p606235arax","tiger","2734","","{""participant_id"":""tiger""}","","","","","","",""
"","","","","","survey-text","4","2.0.0","52847","p606235arax","tiger","38585","","{""image_description"":""a square box with black frame\n""}","","","","","","",""
"","","","","","survey-text","5","2.0.0","100053","p606235arax","tiger","46701","","{""image_description"":""irregular, closed polygon""}","study","69","stimuli/69.jpg","6809.38","16","irregular, closed polygon","3"
"","","","","","survey-text","6","2.0.0","147925","p606235arax","tiger","47359","","{""image_description"":""irregular, closed polygon, without any symmetric clue""}","study","74","stimuli/74.jpg","6769.21","17","irregular, closed polygon, without any symmetric clue","7"
"","","","","","survey-text","7","2.0.0","251303","p606235arax","tiger","102873","","{""image_description"":""It has sharp corners and consists of straight lines with close loop""}","study","19","stimuli/19.jpg","6604.19","6","It has sharp corners and consists of straight lines with close loop","12"
"","","","","","survey-text","8","2.0.0","303426","p606235arax","tiger","51617","","{""image_description"":""some abstract closed loop shape""}","study","127","stimuli/127.jpg","7055.1","28","some abstract closed loop shape","5"
"","","","","","survey-text","9","2.0.0","352653","p606235arax","tiger","48719","","{""image_description"":""some closed loop which looks like mountain""}","study","34","stimuli/34.jpg","6639.63","9","some closed loop which looks like mountain","7"
"","","","","","survey-text","10","2.0.0","381904","p606235arax","tiger","28746","","{""image_description"":"" quadrilateral with irregular side lengths and angles""}","study","6","stimuli/6.jpg","6547.97","4"," quadrilateral with irregular side lengths and angles","8"
